N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output
232.0,10.7,760.0,7.35,0.53,0.49,3.92,0.42,9.05,1.32,9.32,0.5,0
226.0,9.2,454.0,7.44,0.76,0.59,6.64,0.5,6.35,1.5,5.21,0.25,0
257.0,7.5,444.0,7.47,0.49,0.98,5.43,0.37,7.41,0.8,11.05,0.32,0
245.0,8.3,507.0,7.42,0.71,1.27,6.33,0.61,8.05,1.32,6.32,0.29,0
245.0,11.4,549.0,7.65,0.49,1.07,4.22,0.59,4.05,1.87,9.54,0.42,0
264.0,9.0,486.0,7.24,0.47,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1
276.0,9.2,370.0,7.62,0.62,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1
320.0,13.8,391.0,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63,2
264.0,10.3,475.0,7.49,0.74,0.1,5.13,0.51,5.8,0.51,7.32,0.21,0
333.0,14.9,422.0,8.26,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29,2
295.0,14.5,612.0,8.4,0.38,0.39,6.94,0.39,6.23,0.63,9.06,0.5,1
282.0,9.2,676.0,7.95,0.62,0.59,5.43,0.44,4.12,1.32,11.41,0.34,1
257.0,11.6,433.0,7.58,0.73,0.29,4.22,0.29,3.25,2.1,6.5,0.23,0
270.0,12.1,401.0,7.47,0.36,0.78,6.64,0.37,5.21,0.86,13.05,0.48,1
289.0,14.5,549.0,7.18,0.64,0.1,3.92,0.41,7.15,0.75,6.03,0.36,1
301.0,13.6,496.0,7.2,0.6,0.59,8.75,0.59,3.52,1.09,12.05,0.42,1
295.0,12.5,412.0,7.12,0.37,0.2,4.22,0.36,8.02,1.33,9.21,0.34,1
276.0,15.4,433.0,7.01,0.63,1.17,6.94,0.51,9.06,0.45,4.51,0.63,1
326.0,13.4,454.0,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27,2
270.0,13.8,845.0,7.0,0.82,0.1,5.73,0.48,3.06,0.61,10.58,0.5,1
289.0,14.7,750.0,7.01,0.58,0.29,6.33,0.63,8.35,1.53,13.02,0.34,1
314.0,8.3,591.0,7.0,0.47,0.68,10.86,0.44,4.6,1.96,6.57,0.55,1
345.0,9.9,507.0,7.0,0.49,0.1,7.24,0.5,6.32,1.55,9.03,0.21,1
307.0,6.8,370.0,7.02,0.66,0.2,5.43,0.68,4.88,0.52,8.51,0.25,1
339.0,7.5,475.0,7.0,0.88,0.98,6.94,0.54,7.15,0.39,10.59,0.34,1
314.0,10.3,676.0,7.03,0.39,1.07,5.43,0.39,6.23,0.47,2.69,0.5,1
333.0,12.7,887.0,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59,2
351.0,14.3,560.0,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27,2
358.0,10.1,602.0,7.01,0.32,0.68,8.75,0.42,9.23,2.04,14.52,0.55,1
301.0,10.3,412.0,7.0,0.77,0.98,9.65,0.66,4.53,0.96,10.63,0.5,1
326.0,11.8,444.0,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67,2
314.0,8.1,644.0,7.41,0.61,0.29,7.54,0.27,4.59,1.05,4.51,0.32,1
320.0,8.6,380.0,7.94,0.69,0.98,3.92,0.48,7.63,1.78,9.3,0.55,1
358.0,12.9,422.0,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42,2
345.0,13.6,444.0,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65,2
314.0,14.9,359.0,7.04,0.43,0.68,5.13,0.17,6.11,0.88,3.74,0.21,2
333.0,13.8,401.0,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34,2
339.0,8.3,380.0,7.67,0.32,0.88,5.13,0.33,7.96,1.65,12.47,0.44,1
326.0,10.3,507.0,7.88,0.71,0.39,8.75,0.21,8.63,2.01,8.63,0.32,1
351.0,10.7,623.0,7.96,0.51,0.29,7.24,0.36,4.69,0.69,11.03,0.69,1
264.0,9.0,486.0,7.24,0.47,0.1,3.92,0.35,8.26,0.45,7.98,0.4,1
276.0,9.2,370.0,7.62,0.62,0.49,6.64,0.42,3.57,0.63,6.48,0.32,1
320.0,13.8,391.0,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53,2
264.0,10.3,475.0,7.49,0.74,0.88,10.56,0.45,7.36,1.87,10.63,0.63,0
320.00248357076504,13.799308678494144,391.00323844269053,7.38761514928204,0.6488292331263833,1.0688293152152541,5.4378960640775365,0.5838371736457645,4.577652628070325,1.0227128002179298,13.247682911535938,0.5276713512321487,2
319.9904335987767,13.791375410837436,390.9971885623538,7.374935844398328,0.6515712366629763,0.675459879622394,7.532938481493324,0.3873282438446078,5.408871118497568,0.8903376410234396,9.042876259068933,0.6272780863773741,2
319.9942450321129,65.80187849009172,527.9969968065504,7.498541531251034,0.516991466938853,0.4992613909225447,1.4999325138763104,0.1047114453552205,1.1441127245605158,0.1938957817501449,13.921044317975024,0.2802016493806011,2
358.00098430617936,12.503692332899977,581.000856841406,11.149421758588058,0.5084944815220536,0.48260739004816283,11.156400778958027,0.2776968061452011,4.135285611131095,1.2317180914478423,11.021184799223185,0.36162041984697396,2
376.99661538999845,11.203058381444203,623.0051549976125,7.804656400595581,0.6358039123838868,0.5384539381207439,3.8016563171570175,0.3748777256356118,0.8776041288107735,0.3090717051166809,1.1244683251299699,0.8440189668795967,2
320.0067812001429,13.799639949392098,391.00501766448946,7.381808180125238,0.6467744012269744,1.071806978027542,5.43769018283233,0.5798208698044502,4.58782321827907,1.0069012744795514,13.254109512521875,0.5304352353411909,2
383.0004588038827,118.390062155427,664.9989016405608,8.10178556285756,0.6073894702237076,0.6474086489086318,8.695957531985533,0.39749121478207733,0.6745770105885104,0.34164375554829846,3.127351198981165,1.4125663371655668,2
358.00484322495265,10.696489734530612,664.998361689267,7.298039459234339,0.6126824252593394,0.6214806013853229,4.1013052763608995,0.4400255672832123,0.6688270643331243,0.26292314628974794,10.607896773386173,1.4882864274173662,2
369.99919357144165,12.702020254284072,317.00943092950604,8.100872889064158,0.5212877519536139,0.4596277704211692,6.690406143923505,0.2398674306227539,0.5203011510497052,0.28231621056242645,1.3090381951760945,1.231507736711668,2
369.9941566098119,12.705714114072574,317.00375966516344,8.103955159735214,0.5154530627260263,0.4670139715546805,6.692990744686039,0.24293428546900134,0.5309522781290499,0.2650473183743466,1.3071685113519862,1.2304982568254381,2
332.99224668284467,14.30034281487403,506.99468848143135,7.432367962153176,0.6054028788288309,0.8877496720250877,7.236083733538319,0.3683896924189716,1.2640675860868484,1.3638456784178303,12.03113729967302,0.29653571377141213,2
345.00092316929266,13.601299413971242,444.00390911435886,7.843815246445609,0.3733977169345786,0.1026097078280845,6.331484923366166,0.35125246425172935,8.541732241047484,1.0165998763921076,9.641161268485806,0.6514653623664934,2
333.0093288725557,14.30236916460456,506.994043482514,7.433282768043169,0.6051265916488634,0.8839354230187123,7.245792977895038,0.36589658840824146,1.2648168806462217,1.3720639046346825,12.034110300799972,0.29948396491326973,2
319.9962313191782,20.39555242785187,400.9959209485752,7.619614491452929,0.6817057598740832,0.3913834539966501,4.22413591624518,0.26006500945938954,7.547267670385787,0.8686767158338102,11.64360084583295,0.613128336738825,2
363.9946455375097,11.402412362076216,601.9988826860733,7.30357000247046,0.3323661881228677,0.6996358554367156,1.1957660314096579,0.3324257638765707,0.8777674252396649,0.2642819939716174,13.711070468720651,1.5037713061064402,2
88.00192658689865,7.195580712818995,655.0007686255298,7.46029104359223,0.4342851485108469,1.0017889368017414,13.102803922631841,0.18541525621587637,0.7852690102601746,1.0231116531602145,2.2653108748004245,1.9425751763360433,2
333.0025752384315,14.319263657453273,507.0028544525535,7.435677828200903,0.614770008817466,0.883256956256529,7.238423653776798,0.3737948461024663,1.256135873927312,1.3688159069663,12.027573182260854,0.29040937069693157,2
332.990663674037,14.903431300951873,421.99193642064404,8.257640340671053,0.4854447529848368,1.1703214000954771,3.3146112761103534,0.5964234814537002,7.6233979887446734,1.0163481668414143,11.65108229294791,0.29022785919951904,2
333.0107197204466,13.80316959511159,400.9898742870667,7.620932271573848,0.506691067676158,0.4942621666739811,3.9160373963078365,0.2594263177926655,3.052524936394902,1.0343287759708506,9.043998517964722,0.3383274938207953,2
87.99673335383713,7.208827271201406,655.0020249085549,7.453695580228325,0.4445893097352739,1.010610780985063,13.105162326302755,0.17240315017022992,0.7775788296356688,1.0363345557459331,2.266461652671906,1.9422190971407312,2
376.9953653476421,11.19970237321969,622.9837936632997,7.794878061793328,0.6387371592430342,0.5337610840901758,3.808162056519658,0.3628492931101968,0.8777997775665151,0.31065370288643046,1.1372063664453305,0.8428206892441028,2
351.0000511653051,14.295092456744761,560.0023105173714,7.820995298477867,0.366998915614206,0.3903490104249501,5.128073432015691,0.3605675867262562,5.513310653372605,1.5579300840807269,9.643810922505866,0.28066516687328136,2
300.99924107452483,7.202941586032423,528.0014049593386,7.896886502400897,0.5889593887482136,0.5075349953267059,5.297053176215279,0.3542480104851051,0.31178507742982525,0.22653545202369674,4.434497999377166,0.711536497604383,2
364.0031481442096,11.39585502494539,601.997199094799,7.303736468025616,0.33305185132716736,0.6998954920301792,1.2005866369165439,0.34638832447894213,0.8770421430558208,0.2627354869058502,13.708989036737831,1.508911593983864,2
358.00412708174497,13.204067548180003,444.0065273940358,7.800105019208163,0.2934097648564748,0.4884486662170327,4.521620831762442,0.2593492847281616,5.260484979824963,1.2529757851271845,6.245908896583833,0.4904619363784273,2
344.99392905693605,96.5057905543675,422.0039583134698,7.373120599085261,0.6231417275463214,0.19993876613576544,5.425513728142571,0.4803790227909686,7.04661419144244,0.6048755986670887,6.3192647130924895,0.33587251401603746,2
314.0020646572714,83.29718137723597,485.99588889802214,7.411218436057459,0.8012248328555437,0.6774652841231444,7.537644808471908,0.5111602496867882,7.622759578292514,1.3529626811281172,12.056407778893739,0.24893276424144076,2
345.00737678108476,76.804288298116,675.9992003073502,7.099904918960486,0.6949873531768109,0.37990743432003804,8.198556706805398,0.34161359280169046,0.8258638452822383,0.27259673257120587,6.1376636945650125,0.31945619925771573,2
320.00345071995855,65.79799389764057,528.0011204624091,7.500062962003909,0.5204883804927442,0.48613495108072263,1.5001225508712948,0.11248999145622725,1.147255718038975,0.20479635413042604,13.930765912287558,0.2861632621855597,2
320.0009167100287,20.410949014666087,400.9959585085732,7.6158013907890965,0.67700303677278,0.37938052137845096,4.217371224891596,0.2562043366922315,7.540751968932381,0.8717087798788858,11.63938085419608,0.6147521191909302,2
313.99550792664326,14.902459595857533,358.9933988339649,7.049157293829272,0.4358972006036064,0.6776541217394765,5.121434327354545,0.1767693618708271,6.109427300773738,0.8861890815598673,3.7320278617060283,0.20700312488523112,2
339.0002349029688,21.097749672642607,454.00311424966173,7.724661897853087,0.6492881025748936,0.8806014781585595,7.542572194170294,0.22355807439044445,4.20437678954081,0.8623294291463219,13.256388384109492,0.461661570059898,2
377.0077557598776,11.200578373171464,623.0058964859203,7.80033759240705,0.6503037396244099,0.548776704212216,3.7987551792576046,0.3748578547547718,0.8832268797479258,0.31684315778766176,1.1251753826970994,0.8534302572999922,2
332.9912063025679,14.894083707436671,421.9898038391112,8.258652965827777,0.4835877112789798,1.1775117852604802,8.450370473902098,0.5181430777278565,3.3130994927089255,1.0714830878032242,9.209722261505517,0.32192032724469655,2
319.9896627894998,13.799554399802437,390.99347765249746,7.38334836274415,0.6518329912304842,1.0653006010683632,5.427430665413317,0.5747039323905552,4.579686604513634,1.0247757116025062,13.245071369768322,0.5325202325775893,2
338.99603563583867,10.999464848200228,622.9948237883879,8.297231753473264,0.6640106105370558,0.32982362566458195,3.700176317759859,0.2765013724600371,1.3610698995536712,0.17943835975154585,13.918895152002333,0.19307083350021711,2
332.99734749426193,20.797120908796778,369.9986247415142,7.4384903941763225,0.5424240446890073,0.20683437133722263,4.838224838567506,0.5487548198022182,8.32288278481528,1.2515562507727176,12.045394404042275,0.5055978745571729,2
357.995222297797,13.191967768398712,444.0010173181793,7.796218246273578,0.2828887314520116,0.48676713557878737,4.514592259981928,0.26843570817536283,5.264408198784747,1.249960136793417,6.25739972069445,0.4803868415382381,2
270.00761562038633,10.502694550218424,474.99481376922836,7.799048306609582,0.3656219087330762,0.5030860013451783,7.104630887737658,0.3495470832023507,1.1230071621309041,0.22281484618345285,4.656746787154391,0.6075643730811765,2
332.9956800461516,14.900242608139724,421.9958452494179,8.261352284128899,0.4797488094527543,1.168805259765668,8.445462181689791,0.5071161433471584,3.323776956129129,1.082504585938122,9.205112223776007,0.3204966615271461,2
194.9916529735944,125.0027168009619,506.9966868812053,7.342852993342966,0.5561837042172875,1.2609755894966774,6.321862287810585,0.4102404247333069,7.041298612508608,0.8954784168744779,4.523192962293886,0.4716923996886552,2
87.9939449190012,7.196740819460989,655.0002369933566,7.45569793317358,0.4380772222788509,1.0050314640460722,13.097115540652384,0.1841784605603257,0.774351465726712,1.0326490208895764,2.2772078431032896,1.9276417774993635,2
383.0028853606359,13.998984773069784,718.0018557293669,7.796980074066421,0.4104329489373645,0.6192216138230396,7.105838910308298,0.3712721042165061,0.6616880133103761,0.21794061516938767,2.3075619688796376,1.3078372090609018,2
313.9978950775959,83.30144887428447,486.01037700399326,7.414355623517158,0.7983698823391608,0.6860060696108198,7.537959623134892,0.49980937732411074,7.624959568445413,1.3506460403948708,12.058242432579794,0.2500920918959478,2
339.0016346368688,21.098904497355957,454.0041470279059,7.718944323454961,0.6511780727905429,0.8838543259694348,7.5326070687711,0.22571877021603465,4.211692482037472,0.867923560430496,13.253163909330532,0.471353464289022,2
358.0012411029315,12.497703195502298,580.9957507781527,11.154151679082721,0.5057195808704557,0.49035783118609694,11.157611712766174,0.282394899128732,4.131668310526434,1.2351876997212894,11.027449918005725,0.35865062532353315,2
357.9977785336996,12.901886502465224,422.00378494308325,7.015389173379112,0.4843480296005283,1.2767781892940249,5.432067174516118,0.2993839790627903,3.5561310540044824,0.623776726483443,11.55110639875548,0.4274802215574459,2
269.99972207664547,10.5013998431316,474.9943725547635,7.812228759898084,0.3706461059098761,0.5105469739730245,7.103628833119493,0.3424050461586836,1.1311194201213957,0.21604762772277344,4.66235734178568,0.6194101224823751,2
370.0079659331332,124.99744392161784,527.9950519758987,8.0993710653995,0.5702786245614434,0.5154709575923547,2.691537676851426,0.2676477515973031,1.849209960507105,0.0978655946502629,0.25493947812369916,0.37172571664067117,2
345.00036658983595,13.593550195501294,443.99352460613966,7.848321076503549,0.388345107626447,0.09870204324318198,6.32248428523441,0.34877128467957025,8.53863638215126,1.006515566785292,9.639728525667412,0.6488453273489566,2
333.0092447804747,20.80563282514774,369.99865555654725,7.444467370456292,0.5628667990162494,0.20029609217007247,4.830069646459565,0.54987937456445,8.32099042380384,1.2492781979403802,12.027131689965598,0.49726570529379804,2
87.99728287614433,7.196435771086614,655.0005321511385,7.458725113912895,0.44751996494291346,0.9867451509580349,13.105457534259612,0.18623042596248815,0.7696330488379592,1.0282865620295982,2.268142795670021,1.9329624415264108,2
319.9944471207727,20.408761352217116,433.00467839196574,7.686357775474971,0.42360836032021615,0.7743547411439139,3.917377398668601,0.48244687280613957,6.313889360955541,1.023564992150862,7.538798373009209,0.318125895962252,2
333.00222131655744,20.798195169170906,370.0057966490168,7.444594683362,0.5530796780347214,0.20296550628984192,4.8284522678034305,0.5516306651112106,8.313744432118074,1.2546201350960344,12.029075489317785,0.4973863848974048,2
319.9964782815473,13.792957693518183,390.9922168541324,7.383030049756728,0.6435978532375186,0.6887739709099219,7.529590352960581,0.38848228184145017,5.411055087336013,0.8895164344406481,9.047275404565957,0.6319956805717604,2
339.0055165094101,11.000571138243311,623.0007515088073,8.298181938938932,0.6697152718813947,0.3215390088444603,3.691449158036717,0.2732590728894715,1.3637163204701137,0.1808543271906397,13.919080083318237,0.19009216966532697,2
194.99730120159845,124.99610847637298,507.0009792262755,7.335108136111924,0.5620412637785724,1.2614870819788109,6.335145778186629,0.4123629874120652,7.04128014867157,0.9049134549197276,4.5283273722223125,0.48507185032509065,2
325.9936021151663,11.796875907111522,444.00013045525105,7.3325882951023456,0.3963712809342327,0.1009338338223854,4.216223085338233,0.5069424109850402,9.022966694515759,0.5353838337694455,6.573241576971919,0.6651206337351134,2
319.99525300555587,13.813161910324188,391.0024665895044,7.380924180618474,0.6457082110990939,0.883501549397045,11.15712181086881,0.39061004907322683,6.682800422691344,0.6495197005013768,8.125746366631427,0.47648411787437056,2
345.00885400317816,13.59686516471106,444.00906224279,7.853538759677277,0.3771876661205287,0.10316203869527761,6.334862772248134,0.353109049811086,8.532148876400546,1.0163643141208756,9.638762406822243,0.6496278328544998,2
270.00088850500464,10.49332327820645,475.00190098925503,7.8030529287264185,0.3727989522396552,0.5154039036277731,7.104169610772744,0.3422959003961422,1.1296491714427066,0.21169519533242004,4.662148091095663,0.6110384384358155,2
325.9936162571209,13.39459471729796,454.00526576426665,7.129802224230716,0.5134075034868631,0.8801415918806523,5.130148780697478,0.29469141902987994,4.847419776358913,0.780480603884705,9.317688623556474,0.26782751886283845,2
320.0011106688582,65.79760625689168,528.0062787806279,7.495526963488903,0.5190656417791932,0.4878013447086291,1.5072348894217686,0.11098277388255787,1.145159222697343,0.19257219813481516,13.921335251329346,0.2944481539781172,2
358.0053274018753,12.497413557749498,581.0070467372009,11.161494490618097,0.5081858071978017,0.4877724873929961,11.167266922385588,0.2878978607286536,4.1273856998642335,1.2278990659145208,11.028591076955697,0.3532777474448286,2
269.99497929616626,10.496161012174479,474.9998265755631,7.801171073662682,0.3777525024640704,0.5050082297963061,7.104921611992382,0.3389300557788725,1.1297526814517378,0.22337409746083303,4.6543863898921884,0.6119120487309202,2
358.00246225632003,10.701445843219538,665.0122765006995,7.296811300078743,0.6173450152249909,0.6168842973678762,4.097222614404198,0.4368130643634674,0.6759450826555378,0.2771025212399493,10.607146268531253,1.4858382221344788,2
376.9972388847786,11.203164659088777,623.0010146151043,7.792421279425014,0.6477375260066504,0.5489793883654777,3.796936056547578,0.3680614922003201,0.8814293269536245,0.3116722839499351,1.1332927213633641,0.8600510226938317,2
344.9960085137773,76.79310340385993,675.9963453498003,7.099834365135631,0.7089727893175889,0.37741194350481916,8.201118939758194,0.33991788551963625,0.8359419663672404,0.2826346621293681,6.1273456561353985,0.3175528027874089,2
339.00340945744813,11.00923353662868,623.0029196409266,8.298203539546066,0.6729532741534616,0.3255435179029145,3.704102410905987,0.2825363701555365,1.3653333734479458,0.18584647795222836,13.926910794955187,0.19324354943794822,2
333.00073356843217,14.306032544832542,506.99591532164504,7.431843366544364,0.6080333059383631,0.8801437241146741,7.246392259313037,0.37095549534009953,1.2602321827407807,1.3632007192951006,12.033731267830136,0.29322742090570536,2
194.99846110882524,125.00109575163832,507.00124691841853,7.347887266398817,0.5595235223380652,1.2713951076288517,6.333039482548583,0.41093304561578176,7.037767831927248,0.9009704499644916,4.525368158749298,0.4748674235029447,2
357.9964993959253,13.205975233144624,443.9923840654761,7.797205390763642,0.2918860593753226,0.4978276201461717,4.519671248694634,0.25722400236653403,5.269405785347203,1.2427599304979189,6.239005970216899,0.4822000722502666,2
319.99489383591435,13.803541782236497,391.00121900356885,7.377179606846316,0.6435984780066456,0.6843622866414008,7.543251005889793,0.37950412068110306,5.419233184980238,0.8846495761683693,9.042372374145376,0.6265404596505938,2
320.0012166972466,65.79879381971071,528.0017602769826,7.493742302879048,0.5272188230203663,0.48958924410803717,1.5055864791579405,0.11171362673188852,1.1422837660957688,0.20284883640116103,13.922238542800086,0.2932136137993377,2
138.00098260584852,5.3035450187879425,443.99955132152854,7.687200586077247,0.5966180384897036,0.7890047021645541,9.699799210246777,0.7228461244894098,0.36064052207455394,1.3165947417126256,3.3242032177449437,2.1167368801034883,2
357.9905522963453,13.197738468403754,443.9878806033669,7.792080485882571,0.29380207328072144,0.49392900079325414,4.5221272878089245,0.2551651192843539,5.25976144321929,1.2499819873045472,6.244208176554038,0.48751699150883576,2
338.99889517913084,21.100134429194974,454.0010419140397,7.719791325657879,0.648764113087397,0.876590078760011,7.534991899950525,0.21859449853557023,4.218988432634248,0.873204214306335,13.247144105051087,0.4628629139067808,2
333.0046231684146,14.9002981518496,421.99676531611146,8.263491116568067,0.48196742692710876,1.1744759661001385,8.45317585900841,0.5152477635765966,3.317323823942197,1.0865869703281716,9.210987998023462,0.3303763043631263,2
333.0086798190158,14.300989553917313,506.99674290998195,7.427580570829728,0.6083982634590284,0.8821208297320096,7.242614177440178,0.3671314999803071,1.259878227038695,1.3807113517930594,12.038637715850504,0.29218161834837014,2
138.0006001566336,5.303067589863652,443.994886037174,7.678713117312883,0.591657079630612,0.7819961156130264,9.703235979698514,0.7275840676885031,0.36786993381645017,1.3138711716849885,3.312678125598951,2.1211222590928,2
358.00841963845727,12.497705578685656,581.0053934041672,11.149807457652496,0.5091368635002959,0.49441829968743334,11.163261614392066,0.27211803921507877,4.1373827017486295,1.2369004567707373,11.026872186492453,0.36197901766718704,2
333.0013033688291,14.297248474230773,506.9966418831603,7.429872229645042,0.6158636450962968,0.8827180007729721,7.23814692833957,0.37385849355324174,1.2457572868968496,1.3757438285018606,12.021301431106108,0.28818779529298433,2
369.9935265926214,12.705804133936892,316.99766149399346,8.101732519408653,0.5197653971056041,0.4623852041361156,6.700384109455301,0.23358503887905716,0.5249813340972357,0.2675312170841935,1.3022170905067012,1.2278594241951704,2
370.00425110871055,124.99825673932796,527.9982537114784,8.098391824743914,0.5803837399178041,0.5119096772611578,2.7021502082359556,0.26515141727015923,1.8511939457951327,0.09870478927089649,0.25901825075457513,0.37964199370292967,2
358.00363814771816,12.500259729429036,581.0036632003861,11.149596417099458,0.5103931759515805,0.4800089965773395,11.164581638373512,0.28173244237948997,4.134990050549298,1.2155187231090316,11.040441873523903,0.3593020518592241,2
357.9948004703644,12.903063869525313,421.99473292218414,7.01688115519652,0.4895701567693339,1.2690465879961832,5.4310871643658984,0.29435033865344373,3.562478409439863,0.6307520945257179,11.561824805012332,0.4320170779261914,2
358.0010054952336,12.905253271980039,422.0055276296648,7.0259351515278015,0.4831936511101459,1.2642849754363477,5.438167157661505,0.28426827303490654,3.561513177326195,0.6262286207499033,11.559679308267036,0.4216438120515174,2
351.0021096037712,14.308068556345294,560.0022676715075,7.818779216823547,0.37482043584144176,0.3959473524446232,5.123861960924315,0.3629870003492493,5.513505863711554,1.5485121824832,9.656878534066559,0.2692497220648374,2
350.9991346408786,21.500077895237908,717.9945186245656,7.572799745587028,0.38797252531612486,1.0657651932584085,6.635043038252718,0.3592330494319814,4.546805191261552,0.8233845510329625,6.3282100758006825,0.21504908544671317,2
320.01126217902674,13.804908827434959,390.99837584308244,7.367502971425632,0.6614547128629538,1.0630521376661821,5.421773006265215,0.5851128521600482,4.592198762031696,1.0269213640925525,13.252819545600262,0.5329737717083265,2
314.00379464294895,83.30140595711984,486.0005210055198,7.409687034360503,0.7962301770556667,0.6785966246156662,7.531535215929023,0.5095083018660262,7.625057044464246,1.3544820534139212,12.060899470755768,0.256960011431723,2
338.9921474969819,21.09505185931715,454.00470385593997,7.725087563032309,0.6488768342500149,0.8827502604951227,7.535158277725682,0.2205268775307298,4.203329872525409,0.8669931617802439,13.251598909670713,0.4520350313323417,2
332.9999018110054,14.902762449772085,422.0011195706703,8.26682070214987,0.4806261225132395,1.1678529722943736,8.450611487515161,0.512716490145182,3.320244300351628,1.0802029584560195,9.206490041560967,0.3166854954122453,2
358.00874788371596,12.493780683823044,580.996535474011,11.146407963672154,0.5144746218847223,0.4885252516085399,11.166238710363368,0.2766325468787807,4.131394970811119,1.2258232647337013,11.040725745638866,0.3540620079048524,2
301.00316888440466,7.202068995487258,527.9990735617056,7.899350896501333,0.5902190573598955,0.5092649899918575,5.304819395583975,0.3610526150079567,0.3072125410749608,0.22315098510210463,4.429558589758243,0.7228985466882716,2
326.00819558402725,11.808388504070383,443.99723205879144,7.332844915395927,0.4081419831156427,0.09810436129506257,4.218982098199488,0.5070915954302568,9.024926216346534,0.53675361227467,6.573880298666189,0.6701704173412961,2
351.00116892955896,14.292220521768982,560.0016544011611,7.824167644808045,0.3600313217871427,0.39187028284923786,5.136138344962366,0.35395179490654394,5.518362861934189,1.5520950950468302,9.646474940721209,0.2697211546117115,2
358.0003800269571,10.702693779962232,664.9953966320346,7.30084680412018,0.6129314275154751,0.6194438696932565,4.095480461792675,0.4363223502870512,0.6761804658760522,0.27545655060297136,10.613045690604535,1.4845384361766372,2
333.00606548849987,14.3007085845682,507.0115966476999,7.431966589196971,0.6109602455824501,0.8784544176789875,7.240667704523911,0.3692376508180973,1.263540543383443,1.374783511583973,12.02607005269746,0.28334383523221107,2
314.00253995663456,14.894483166969131,358.98923554703526,7.041942893022655,0.44246499758716396,0.6799696454423005,5.1341924538722585,0.17040914679273783,6.109505551734045,0.8845953824149388,3.738548627279057,0.2113369615703595,2
357.9966595477318,12.904960211747683,421.99912520121654,7.016221274202535,0.482682549217852,1.2655076600910449,5.430140905786845,0.28995440501677894,3.565429477829158,0.6323734911643998,11.559874865206275,0.4240888314960014,2
364.00278905153175,11.400051763099217,601.9934408188383,7.294674431684623,0.3284738764782267,0.6969524389892036,1.1990651434850728,0.3402832496244856,0.8826484637717836,0.25964750610970455,13.712432508219132,1.5103223720740506,2
344.9953033230309,96.49927956222139,421.9939515262858,7.372999643649981,0.6276537541617185,0.20609380925848658,5.428932785645348,0.48745363068424974,7.05074333728601,0.5983145701444098,6.316932986682295,0.3384876515675594,2
358.0008520811119,12.900802869905249,422.00001523010076,7.022184690848731,0.4859532313739317,1.2747477706772066,5.42257551015775,0.2772303943254902,3.5646715995561964,0.6231656065079229,11.558876172990537,0.4141494348697032,2
138.00270731364103,5.303795775801513,443.99711744799635,7.667044788539275,0.5972687777587375,0.7819590200270128,9.692605442156129,0.7309167995988958,0.359923450754135,1.3228964574980056,3.3205979018420706,2.1151346552955923,2
357.9992073521349,12.89986347730245,421.9953336602046,7.017783588744042,0.4755759864298655,1.2691352697003828,5.4385585424007115,0.2831404942853432,3.5519321930106162,0.637355851637468,11.558953381614241,0.4166546363067004,2
313.9969719223013,14.909130048567736,359.0033896293567,7.037560442959271,0.44078654106632753,0.6769714253849833,5.133710476860046,0.17149646290203246,6.116508706446995,0.8878075559836343,3.740160020745329,0.20623291064826907,2
269.99661142315125,10.510066936237633,475.0006826766554,7.798173392243439,0.3709234015293245,0.5032643685523516,7.095141929807446,0.3460020695397221,1.126715528605143,0.2147654450865903,4.662683263762637,0.615928520773315,2
320.004980238429,20.39621602455715,400.9928909466663,7.627506668259778,0.6783866008057894,0.3887458349177248,4.226640970709245,0.2627811500470033,7.542279438860408,0.8808250117245054,11.6267824088481,0.6146392006404062,2
138.00134296139433,5.307642342132063,444.00253917878143,7.682691480395248,0.6053625366865489,0.7781752363522856,9.695803951663304,0.7247759540298948,0.35016821705311996,1.3302810356497017,3.3144839581713916,2.1188937318820713,2
351.00153703348906,21.504078686062698,718.0043023674418,7.577084612807155,0.37916439143106795,1.0714128997524415,6.638756544369082,0.37803672788009995,4.552454874758191,0.833674388930249,6.3233144063433375,0.2158673692874266,2
194.99351584026022,125.00199843975876,506.99674321553107,7.337356916591251,0.5629318200937755,1.2761914153571683,6.330106357883681,0.4115441650629948,7.0485110747231765,0.9012037658974429,4.533008415570902,0.4828275482281577,2
270.0037667081055,10.501905791924415,475.00644876377044,7.8033659067563494,0.3693077200800811,0.5038785088185532,7.09895488371357,0.3357473977289535,1.1270973827509763,0.22294289202210305,4.6683495225217575,0.6119733576491149,2
